id,processor_name,user_rating,value,avg_bench,memory_pts,core_pts,mkt_share,age_months,price
39,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
40,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
41,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
42,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
43,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
44,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
45,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
46,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
47,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
49,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
50,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
51,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
52,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
53,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
54,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
55,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
56,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
57,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
58,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
59,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
60,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
61,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
62,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
63,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
64,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
65,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
66,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
67,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
68,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
69,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
70,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
71,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
72,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
73,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
74,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
75,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
76,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
77,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
79,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
80,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
81,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
82,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
83,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
84,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
85,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
86,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
87,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
88,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
89,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
90,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
91,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
92,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
93,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
94,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
95,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
96,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
97,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
99,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
100,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
101,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
102,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
103,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
104,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
105,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
106,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
107,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
108,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
109,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
110,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
111,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
112,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
113,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
114,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
115,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
116,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
117,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
118,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
119,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
120,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
121,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
122,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
123,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
124,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
125,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
126,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
127,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
129,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
130,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
131,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
132,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
133,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
134,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
135,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
136,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
137,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
138,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
139,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
140,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
141,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
142,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
143,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
144,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
145,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
146,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
147,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
149,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
150,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
151,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
152,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
153,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
154,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
155,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
156,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
157,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
158,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
159,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
160,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
161,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
162,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
163,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
164,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
165,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
166,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
167,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
168,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
169,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
170,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
171,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
172,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
173,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
174,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
175,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
176,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
177,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
179,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
180,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
181,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
182,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
183,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
184,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
185,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
186,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
187,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
188,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
189,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
190,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
191,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
192,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
193,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
194,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
195,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
196,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
197,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
199,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
200,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
201,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
202,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
203,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
204,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
205,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
206,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
207,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
208,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
209,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
210,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
211,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
212,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
213,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
214,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
215,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
216,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
217,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
218,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
219,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
220,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
221,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
222,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
223,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
224,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
225,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
226,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
227,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
229,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
230,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
231,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
232,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
233,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
234,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
235,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
236,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
237,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
238,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
239,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
240,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
241,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
242,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
243,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
244,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
245,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
246,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
247,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
249,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
250,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
251,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
252,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
253,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
254,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
255,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
256,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
257,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
258,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
259,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
260,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
261,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
262,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
263,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
264,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
265,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
266,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
267,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
268,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
269,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
270,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
271,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
272,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
273,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
274,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
275,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
276,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
277,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
279,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
280,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
281,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
282,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
283,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
284,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
285,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
286,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
287,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
288,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
289,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
290,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
291,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
292,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
293,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
294,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
295,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
296,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
297,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
299,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
300,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
301,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
302,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
303,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
304,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
305,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
306,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
307,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
308,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
309,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
310,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
311,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
312,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
313,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
314,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
315,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
316,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
317,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
318,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
319,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
320,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
321,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
322,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
323,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
324,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
325,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
326,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
327,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
329,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
330,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
331,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
332,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
333,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
334,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
335,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
336,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
337,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
338,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
339,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
340,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
341,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
342,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
343,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
344,AMD Ryzen 7 7800X3D,78,10.0,120,96.8,1289,0.16,0,434
345,AMD Ryzen 5 2600,77,81.0,83,76.1,619,0.5,60,183
346,Intel Core i7-2600K,75,85.0,83,87.0,424,0.23,148,140
347,Intel Core i9-11900K,75,99.0,112,87.8,1105,0.42,25,313
349,Intel Core i5-6600K,74,86.0,85,83.3,373,0.48,93,143
350,Intel Core i5-7600K,74,87.0,89,85.4,403,0.31,76,166
351,Intel Core i5-13600K,100,11.0,127,83.9,1457,0.68,6,305
352,Intel Core i5-12600K,99,11.0,116,81.1,1219,0.74,18,234
353,Intel Core i3-12100F,97,126.0,100,84.1,796,0.2,16,96
354,Intel Core i5-12400F,96,11.0,105,82.0,972,1.27,16,161
355,Intel Core i7-13700K,95,11.0,131,85.2,1661,1.08,6,400
356,Intel Core i9-13900K,95,10.0,134,85.2,1738,1.16,6,550
357,AMD Ryzen 5 3600,94,11.0,92,76.3,792,1.16,45,100
358,AMD Ryzen 5 5600X,94,11.0,108,84.1,881,1.08,29,153
359,Intel Core i5-13600KF,94,122.0,128,84.4,1452,0.67,6,280
360,Intel Core i7-11700K,92,10.0,110,87.6,1060,0.66,26,262
361,Intel Core i5-12400,92,11.0,105,81.9,973,0.44,16,175
362,Intel Core i7-9700K,91,92.0,105,90.9,964,1.45,54,330
363,Intel Core i5-11600K,91,11.0,107,88.4,935,0.32,25,186
364,Intel Core i5-9600K,90,97.0,103,91.0,688,1.0,54,240
365,Intel Core i5-10600K,90,10.0,100,90.5,825,0.33,36,160
366,Intel Core i5-11400F,90,11.0,101,86.7,847,0.77,25,130
367,Intel Core i5-11400,90,11.0,101,86.1,852,0.36,25,133
368,Intel Core i7-12700K,90,11.0,123,81.7,1407,1.14,18,280
369,Intel Core i5-13400F,90,11.0,109,83.5,1139,0.18,4,205
370,Intel Core i3-12100,90,11.0,99,82.7,800,0.05,16,132
371,AMD Ryzen 7 3700X,89,86.0,94,76.2,900,0.73,45,273
372,Intel Core i3-10100,89,10.0,86,85.3,596,0.19,36,110
373,Intel Core i7-10700K,89,98.0,104,91.1,969,0.81,36,260
374,Intel Core i5-10400F,89,11.0,92,89.6,715,1.3,36,103
375,AMD Ryzen 7 5800X,89,10.0,112,85.9,1085,0.79,29,240
376,Intel Core i3-10100F,89,11.0,87,87.7,588,0.31,30,66
377,Intel Core i5-10600KF,88,10.0,100,90.7,818,0.18,33,176
379,Intel Core i3-9100F,86,10.0,86,88.0,423,0.4,49,120
380,Intel Core i5-9400F,86,10.0,91,87.8,589,1.33,51,128
381,Intel Core i5-10400,86,10.0,91,86.6,722,0.63,36,125
382,Intel Core i3-13100F,86,11.0,102,83.2,832,0.02,4,130
383,Intel Core i9-9900K,85,93.0,104,93.1,981,1.17,54,330
384,Intel Core i7-7700K,84,82.0,92,89.9,634,1.09,76,299
385,AMD Ryzen 5 2600X,84,79.0,86,76.4,643,0.2,60,213
386,Intel Core i9-12900K,83,10.0,124,80.8,1516,0.67,18,396
387,Intel Core i5-13500,83,11.0,116,84.3,1293,0.12,4,248
388,Intel Core i5-9600KF,82,10.0,102,91.4,686,0.28,48,175
389,Intel Core i7-8700K,81,88.0,100,90.1,770,1.41,67,281
390,AMD Ryzen 5 7600X,80,11.0,119,82.9,1137,0.05,7,239
391,Intel Core i7-6700K,78,85.0,90,88.6,597,0.96,93,223
392,Intel Core i5-8600K,78,91.0,101,90.1,656,0.48,67,265
393,AMD Ryzen 5 3400G,78,84.0,78,69.6,550,0.1,46,128
